signal_ID,intelligibility_score
CEC1_E001_S08922_L0236,20.074334415534413
CEC1_E001_S08923_L0236,48.98941345457783
CEC1_E001_S08929_L0243,14.92947612662758
CEC1_E001_S08931_L0217,46.838642802205584
CEC1_E001_S08934_L0208,12.320077371682583
CEC1_E001_S08934_L0209,12.47265406955788
CEC1_E001_S08935_L0202,11.278479106133943
CEC1_E001_S08936_L0242,27.443735479766325
CEC1_E001_S08937_L0200,10.676131238810765
CEC1_E001_S08939_L0222,11.487790883992213
CEC1_E001_S08940_L0217,52.82007020651995
CEC1_E001_S08942_L0208,10.456040480302946
CEC1_E001_S08942_L0209,9.770759950580377
CEC1_E001_S08943_L0201,10.620260755318332
CEC1_E001_S08949_L0231,47.34843453922735
CEC1_E001_S08950_L0231,55.09640889728901
CEC1_E001_S08952_L0215,11.10661301574116
CEC1_E001_S08955_L0240,26.825851102477706
CEC1_E001_S08956_L0242,19.952239421054852
CEC1_E001_S08958_L0200,25.57245808650527
CEC1_E001_S08958_L0240,41.76174649538882
CEC1_E001_S08959_L0218,10.171973329954756
CEC1_E001_S08959_L0221,10.336722194559469
CEC1_E001_S08960_L0229,28.442777749804403
CEC1_E001_S08960_L0235,27.547808314194796
CEC1_E001_S08961_L0209,19.281340890724127
CEC1_E001_S08965_L0219,10.593448950801834
CEC1_E001_S08967_L0229,10.017377572399932
CEC1_E001_S08967_L0235,13.17812458064799
CEC1_E001_S08969_L0241,35.318463051915
CEC1_E001_S08971_L0202,37.53269794566926
CEC1_E001_S08973_L0201,10.97789244105722
CEC1_E001_S08974_L0209,33.43646047754629
CEC1_E001_S08977_L0243,10.665710648938004
CEC1_E001_S08979_L0212,30.65650721399312
CEC1_E001_S08980_L0242,40.70507933144989
CEC1_E001_S08983_L0227,10.1432798915481
CEC1_E001_S08983_L0241,10.012519789237627
CEC1_E001_S08993_L0200,10.420321541976886
CEC1_E001_S08993_L0240,11.537762215151574
CEC1_E001_S08998_L0224,38.4201743336211
CEC1_E001_S08999_L0208,9.850764436560537
CEC1_E001_S09004_L0235,47.87087824652701
CEC1_E001_S09004_L0241,48.50572046810977
CEC1_E001_S09006_L0209,10.263558617636765
CEC1_E001_S09009_L0222,76.81368363202095
CEC1_E001_S09011_L0208,61.80722002983132
CEC1_E001_S09011_L0209,57.40138396964989
CEC1_E001_S09013_L0235,63.77030418335756
CEC1_E001_S09018_L0215,79.49525582286103
CEC1_E001_S09021_L0200,10.890425029535963
CEC1_E001_S09021_L0240,16.957339922046764
CEC1_E001_S09025_L0224,32.436785490142725
CEC1_E001_S09026_L0208,79.86916456060511
CEC1_E001_S09029_L0209,19.51062292878149
CEC1_E001_S09030_L0243,12.353313887256531
CEC1_E001_S09034_L0202,10.684525347256683
CEC1_E001_S09039_L0224,11.288720331614158
CEC1_E001_S09040_L0231,12.798135742073406
CEC1_E001_S09047_L0224,14.288068424490826
CEC1_E001_S09049_L0222,18.665879920895833
CEC1_E001_S09051_L0217,69.47172629518467
CEC1_E001_S09052_L0231,50.9024859995531
CEC1_E001_S09061_L0243,54.94503748231193
CEC1_E001_S09065_L0222,12.024387770242182
CEC1_E001_S09067_L0201,10.058189736612174
CEC1_E001_S09069_L0217,34.31860238335831
CEC1_E001_S09070_L0222,58.956260296357485
CEC1_E001_S09071_L0215,43.16116924604732
CEC1_E001_S09072_L0202,10.954719797869322
CEC1_E001_S09073_L0200,56.519712589232455
CEC1_E001_S09073_L0240,73.4208695975248
CEC1_E001_S09074_L0221,17.154393303492714
CEC1_E001_S09078_L0202,11.497132815163928
CEC1_E001_S09085_L0202,86.33358172224212
CEC1_E001_S09086_L0222,12.909450243340721
CEC1_E001_S09088_L0212,10.709436719615848
CEC1_E001_S09089_L0231,12.984099376076545
CEC1_E001_S09091_L0217,11.20193882332537
CEC1_E001_S09092_L0200,14.850246112227438
CEC1_E001_S09092_L0240,24.84004285702089
CEC1_E001_S09094_L0208,18.49005036655088
CEC1_E001_S09095_L0227,86.16564630338746
CEC1_E001_S09100_L0212,23.648793405335212
CEC1_E001_S09100_L0218,30.408428578046202
CEC1_E001_S09101_L0217,74.09678985404662
CEC1_E001_S09109_L0209,9.84995371627987
CEC1_E001_S09111_L0227,40.61414261435223
CEC1_E001_S09111_L0235,38.574291292442915
CEC1_E001_S09113_L0202,16.098754635868005
CEC1_E001_S09118_L0243,32.32665483754811
CEC1_E001_S09128_L0240,41.060846363609556
CEC1_E001_S09132_L0236,10.723116784438666
CEC1_E001_S09135_L0224,41.8938022940806
CEC1_E001_S09136_L0224,11.826383792443744
CEC1_E001_S09137_L0227,11.992036810560347
CEC1_E001_S09137_L0235,12.014182540745743
CEC1_E001_S09140_L0212,23.006782037162573
CEC1_E001_S09142_L0243,36.01263228752817
CEC1_E001_S09144_L0224,10.830530973409783
CEC1_E001_S09148_L0224,29.77427632982034
CEC1_E001_S09152_L0202,18.30515318931148
CEC1_E001_S09154_L0224,14.453547622248433
CEC1_E001_S09156_L0236,20.678589260513395
CEC1_E001_S09158_L0218,10.59036575236099
CEC1_E001_S09161_L0202,44.678237935622576
CEC1_E001_S09164_L0208,11.247255964219983
CEC1_E001_S09168_L0208,21.465761137361714
CEC1_E001_S09168_L0209,23.086519978792207
CEC1_E001_S09170_L0236,10.10447239632586
CEC1_E001_S09172_L0218,11.473659368346373
CEC1_E001_S09173_L0231,10.320394003888447
CEC1_E001_S09175_L0200,52.54850983455948
CEC1_E001_S09175_L0240,67.03040793219931
CEC1_E001_S09177_L0215,35.46308401261588
CEC1_E001_S09180_L0217,10.508541063816425
CEC1_E001_S09181_L0219,60.90977053258184
CEC1_E001_S09186_L0217,10.286866118122752
CEC1_E001_S09186_L0236,14.51334124024998
CEC1_E001_S09188_L0215,11.221211251200785
CEC1_E001_S09191_L0217,84.59897783647418
CEC1_E001_S09192_L0218,44.80263385108857
CEC1_E001_S09193_L0202,22.79673175387711
CEC1_E001_S09196_L0215,12.108544073245122
CEC1_E001_S09197_L0236,76.54535662008136
CEC1_E001_S09198_L0222,36.857015073902495
CEC1_E001_S09209_L0231,10.363428803442112
CEC1_E001_S09213_L0208,9.92467404380597
CEC1_E001_S09214_L0200,77.58905451718277
CEC1_E001_S09218_L0212,34.59269812891397
CEC1_E001_S09219_L0243,62.73506644138878
CEC1_E001_S09227_L0241,30.272842110435203
CEC1_E001_S09228_L0219,51.12363573578344
CEC1_E001_S09229_L0208,9.79565304242906
CEC1_E001_S09229_L0209,9.781637727084567
CEC1_E001_S09231_L0227,14.825040975163594
CEC1_E001_S09231_L0241,12.616573436870947
CEC1_E001_S09238_L0236,10.052987922524826
CEC1_E001_S09240_L0200,11.846772431417273
CEC1_E001_S09242_L0200,25.646535750933413
CEC1_E001_S09243_L0229,64.59836996193343
CEC1_E001_S09245_L0212,15.605267997692735
CEC1_E001_S09246_L0224,16.322836535843166
CEC1_E001_S09248_L0201,11.372257323157292
CEC1_E001_S09250_L0212,10.578289599549146
CEC1_E001_S09250_L0221,10.170128780375332
CEC1_E001_S09251_L0219,10.272602684907774
CEC1_E001_S09251_L0231,9.726701427118881
CEC1_E001_S09253_L0200,10.914994542015927
CEC1_E001_S09255_L0217,25.989160889231997
CEC1_E001_S09257_L0217,16.59138717600946
CEC1_E001_S09258_L0217,10.025742299191261
CEC1_E001_S09259_L0208,45.625749587926585
CEC1_E001_S09259_L0209,41.081492363860086
CEC1_E001_S09261_L0201,30.347118791918373
CEC1_E001_S09265_L0243,15.548249691090556
CEC1_E001_S09267_L0208,10.6366372348391
CEC1_E001_S09267_L0209,10.039908825698582
CEC1_E001_S09270_L0218,58.2853781493071
CEC1_E001_S09270_L0221,82.83677668879086
CEC1_E001_S09271_L0212,12.224481087109634
CEC1_E001_S09272_L0212,76.59037089553496
CEC1_E001_S09272_L0221,67.13199893518865
CEC1_E001_S09273_L0201,31.609982076347762
CEC1_E001_S09276_L0200,21.135937364105988
CEC1_E001_S09277_L0243,13.788341174872485
CEC1_E001_S09278_L0236,26.67146596339118
CEC1_E001_S09280_L0243,39.34191170845441
CEC1_E001_S09281_L0227,12.113058415596825
CEC1_E001_S09281_L0235,16.242514071865422
CEC1_E001_S09282_L0208,52.89160121607028
CEC1_E001_S09282_L0209,47.71758114541488
CEC1_E001_S09290_L0208,11.34315491781666
CEC1_E001_S09290_L0209,9.92208583675867
CEC1_E001_S09297_L0227,53.324513981375084
CEC1_E001_S09297_L0235,49.19912255870148
CEC1_E001_S09304_L0229,52.03288791427568
CEC1_E001_S09304_L0242,50.771035479579794
CEC1_E001_S09308_L0243,13.940924492864077
CEC1_E001_S09311_L0202,10.10228455843416
CEC1_E001_S09312_L0200,11.732702276542968
CEC1_E001_S09313_L0202,11.44143026998525
CEC1_E001_S09317_L0200,16.243034314048987
CEC1_E001_S09317_L0240,12.504122264320555
CEC1_E001_S09320_L0243,62.00486426285688
CEC1_E001_S09321_L0202,45.36537916947773
CEC1_E001_S09324_L0218,10.648301515291443
CEC1_E001_S09325_L0215,10.277829068094519
CEC1_E001_S09328_L0202,27.616719938160333
CEC1_E001_S09329_L0209,16.640482277120935
CEC1_E001_S09331_L0227,46.22594877014744
CEC1_E001_S09331_L0235,48.91282487135403
CEC1_E001_S09332_L0209,11.660964885452703
CEC1_E001_S09333_L0202,44.66782035486332
CEC1_E001_S09338_L0227,32.077034455015294
CEC1_E001_S09338_L0241,32.61740529632485
CEC1_E001_S09339_L0224,12.504764987014141
CEC1_E001_S09342_L0243,10.786676906670447
CEC1_E001_S09345_L0215,11.759031519225317
CEC1_E001_S09346_L0219,21.766709536144592
CEC1_E001_S09350_L0229,62.792280222976494
CEC1_E001_S09350_L0242,43.86082697704303
CEC1_E001_S09351_L0229,11.642565481279853
CEC1_E001_S09351_L0242,11.003227498134102
CEC1_E001_S09352_L0229,33.859015599548854
CEC1_E001_S09352_L0242,54.87839108518938
CEC1_E001_S09356_L0201,15.727364498278199
CEC1_E001_S09359_L0241,86.44135460089669
CEC1_E001_S09363_L0227,20.31951573426706
CEC1_E001_S09363_L0241,13.568794599998308
CEC1_E001_S09365_L0243,28.97072941613836
CEC1_E001_S09366_L0215,9.917957630936867
CEC1_E001_S09367_L0201,10.237309281084727
CEC1_E001_S09370_L0209,10.024252112601918
CEC1_E001_S09377_L0202,10.27568860790343
CEC1_E001_S09379_L0201,20.781394597019116
CEC1_E001_S09382_L0218,10.529251676287238
CEC1_E001_S09382_L0221,10.023821248630608
CEC1_E001_S09385_L0212,63.300655862773745
CEC1_E001_S09385_L0218,51.70449316880936
CEC1_E001_S09386_L0231,13.426226513177866
CEC1_E001_S09387_L0231,10.166518990908596
CEC1_E001_S09391_L0219,19.18967330171826
CEC1_E001_S09395_L0202,12.20504495344356
CEC1_E001_S09402_L0201,10.245519985785814
CEC1_E001_S09406_L0222,19.404987251437586
CEC1_E001_S09411_L0201,10.326819246174425
CEC1_E001_S09423_L0200,11.667081901971876
CEC1_E001_S09423_L0240,10.670564283457693
CEC1_E001_S09426_L0231,16.282496832072344
CEC1_E001_S09427_L0222,61.4565432960484
CEC1_E001_S09428_L0201,10.103615825681727
CEC1_E001_S09430_L0202,23.777659306762683
CEC1_E001_S09436_L0241,52.65250191104786
CEC1_E001_S09438_L0218,13.430869668229832
CEC1_E001_S09438_L0221,22.64388847823159
CEC1_E001_S09446_L0222,69.59696582414854
CEC1_E001_S09450_L0231,11.492076802890967
CEC1_E001_S09452_L0201,36.25882927593897
CEC1_E001_S09453_L0219,84.0313740590913
CEC1_E001_S09454_L0241,10.322248613656388
CEC1_E001_S09455_L0222,11.275315937745532
CEC1_E001_S09459_L0219,45.603348372240745
CEC1_E001_S09460_L0241,20.602733665192247
CEC1_E001_S09462_L0209,31.789946807320447
CEC1_E001_S09468_L0200,10.371920494104884
CEC1_E001_S09469_L0229,15.629408588805084
CEC1_E001_S09474_L0229,24.759155146450393
CEC1_E001_S09474_L0242,23.310962729722274
CEC1_E001_S09475_L0215,10.054778680645542
CEC1_E001_S09480_L0209,10.318225429566967
CEC1_E001_S09482_L0218,10.343309330651145
CEC1_E001_S09483_L0229,10.812029918626251
CEC1_E001_S09483_L0242,10.57474190769918
CEC1_E001_S09485_L0200,22.522917911688165
CEC1_E001_S09485_L0240,35.60692873949314
CEC1_E001_S09488_L0218,16.448784414115675
CEC1_E001_S09488_L0221,13.728293160173642
CEC1_E001_S09500_L0218,32.42917013696236
CEC1_E001_S09502_L0242,10.089135671915898
CEC1_E001_S09509_L0231,13.95622070563221
CEC1_E001_S09510_L0222,27.182389190488795
CEC1_E001_S09514_L0229,47.04828462873726
CEC1_E001_S09514_L0242,33.60154043284977
CEC1_E001_S09515_L0202,51.58178542447708
CEC1_E001_S09516_L0208,78.88199225164891
CEC1_E001_S09516_L0209,62.816823115107034
CEC1_E001_S09519_L0219,72.1570793257101
CEC1_E001_S09525_L0224,12.569991155493232
CEC1_E001_S09528_L0208,26.580655039328807
CEC1_E001_S09532_L0222,10.522740061294748
CEC1_E001_S09533_L0215,49.66566730799691
CEC1_E001_S09536_L0212,12.493174773142444
CEC1_E001_S09536_L0221,11.367466561000064
CEC1_E001_S09540_L0219,31.67270487866383
CEC1_E001_S09543_L0227,13.058027406541896
CEC1_E001_S09543_L0235,11.436834391821058
CEC1_E001_S09544_L0231,54.9956832974844
CEC1_E001_S09545_L0224,15.334310603039983
CEC1_E001_S09546_L0217,10.265974922277602
CEC1_E001_S09548_L0240,12.517802805208145
CEC1_E001_S09551_L0222,35.876677644149126
CEC1_E001_S09553_L0240,11.368694929201112
CEC1_E001_S09554_L0208,63.88088908398217
CEC1_E001_S09556_L0236,18.880811782553216
CEC1_E001_S09557_L0218,10.317150800690062
CEC1_E001_S09557_L0221,11.914253649468426
CEC1_E001_S09558_L0208,22.104921438300632
CEC1_E001_S09558_L0243,19.990987606617878
CEC1_E001_S09564_L0224,33.42512034408676
CEC1_E001_S09569_L0227,10.195796184336658
CEC1_E001_S09569_L0241,10.23579726802074
CEC1_E001_S09571_L0212,13.14434879330207
CEC1_E001_S09573_L0229,11.615867266770591
CEC1_E001_S09573_L0235,10.804512039475956
CEC1_E001_S09574_L0231,32.5562556570324
CEC1_E001_S09576_L0227,9.961813868845548
CEC1_E001_S09577_L0208,41.93715566565012
CEC1_E001_S09579_L0229,40.253189736176154
CEC1_E001_S09579_L0242,30.59947068476958
CEC1_E001_S09580_L0231,26.758920820182475
CEC1_E001_S09581_L0222,21.883843395995505
CEC1_E001_S09586_L0208,62.894438430176685
CEC1_E001_S09587_L0229,17.320619008720744
CEC1_E001_S09587_L0242,25.411613488496076
CEC1_E001_S09589_L0218,16.10542687527361
CEC1_E001_S09590_L0219,85.56885446673006
CEC1_E001_S09590_L0222,81.77323729228699
CEC1_E001_S09593_L0241,11.876859710677227
CEC1_E001_S09595_L0236,11.510968029665309
CEC1_E001_S09596_L0224,52.320695625919974
CEC1_E001_S09606_L0224,10.12983466400266
CEC1_E001_S09611_L0229,11.273085413413483
CEC1_E001_S09611_L0235,13.771727332664085
CEC1_E001_S09613_L0231,11.016094574313367
CEC1_E001_S09615_L0227,35.95253320323685
CEC1_E001_S09615_L0241,36.76736385351233
CEC1_E001_S09616_L0217,46.08795937232286
CEC1_E001_S09618_L0218,28.732825382636182
CEC1_E001_S09618_L0221,31.485110288537072
CEC1_E001_S09619_L0236,13.309622387058335
CEC1_E001_S09620_L0242,14.699904860460078
CEC1_E001_S09625_L0217,11.20337624287306
CEC1_E001_S09626_L0243,30.648235851178846
CEC1_E001_S09627_L0219,35.92039379384648
CEC1_E001_S09628_L0212,39.23822941167682
CEC1_E001_S09629_L0201,37.69667766982135
CEC1_E001_S09634_L0240,30.501334163024964
CEC1_E001_S09637_L0242,12.148092347803708
CEC1_E001_S09641_L0227,47.0261170419078
CEC1_E001_S09641_L0235,48.7589137607806
CEC1_E001_S09643_L0217,10.27839096395505
CEC1_E001_S09646_L0201,12.703718915693784
CEC1_E001_S09649_L0201,48.52066005417421
CEC1_E001_S09652_L0201,10.246980059701627
CEC1_E001_S09655_L0219,10.316902814867195
CEC1_E001_S09656_L0209,13.634372848800982
CEC1_E001_S09658_L0209,14.08024567239704
CEC1_E001_S09660_L0209,9.723033843455173
CEC1_E001_S09663_L0231,30.211328826101095
CEC1_E001_S09669_L0231,36.21019271650899
CEC1_E001_S09670_L0201,86.8145048250309
CEC1_E001_S09673_L0200,10.956303073203856
CEC1_E001_S09673_L0240,11.262852322933384
CEC1_E001_S09676_L0229,61.75748331531469
CEC1_E001_S09676_L0235,56.328884877690896
CEC1_E001_S09677_L0236,24.004427577099182
CEC1_E001_S09678_L0208,10.742086701982496
CEC1_E001_S09678_L0209,11.054599585541112
CEC1_E001_S09681_L0227,14.253568196512306
CEC1_E001_S09681_L0235,21.853206598145213
CEC1_E001_S09684_L0227,11.05371686246911
CEC1_E001_S09684_L0241,10.901737008518781
CEC1_E001_S09689_L0208,78.15008738930591
CEC1_E001_S09689_L0209,81.71639302366336
CEC1_E001_S09691_L0217,10.648490385001313
CEC1_E001_S09693_L0221,22.643587923072925
CEC1_E001_S09694_L0221,12.822519728734889
CEC1_E001_S09699_L0229,24.006454184102058
CEC1_E001_S09699_L0242,27.43694844817379
CEC1_E001_S09702_L0200,50.67187771231627
CEC1_E001_S09704_L0217,60.06257959483755
CEC1_E001_S09705_L0218,19.977115783535005
CEC1_E001_S09707_L0201,11.961888752626907
CEC1_E001_S09710_L0201,10.130603182897508
CEC1_E001_S09714_L0212,17.227296623656088
CEC1_E001_S09714_L0221,28.60627150166214
CEC1_E001_S09715_L0219,17.133311830270518
CEC1_E001_S09716_L0227,75.69930690062066
CEC1_E001_S09716_L0235,75.48127947418004
CEC1_E001_S09719_L0236,23.500814310375194
CEC1_E001_S09722_L0222,57.44658023050496
CEC1_E001_S09723_L0229,12.186722141451423
CEC1_E001_S09723_L0242,10.349833344150555
CEC1_E001_S09733_L0224,20.927501507001722
CEC1_E001_S09740_L0201,18.69714833475218
CEC1_E001_S09745_L0240,17.09766694927045
CEC1_E001_S09749_L0229,15.913889909224658
CEC1_E001_S09749_L0242,24.614939052962086
CEC1_E001_S09752_L0243,10.37663254235742
CEC1_E001_S09753_L0243,10.125187480660328
CEC1_E001_S09754_L0236,12.03201217210081
CEC1_E001_S09755_L0217,27.970814728067943
CEC1_E001_S09758_L0202,10.549857856243737
CEC1_E001_S09759_L0229,11.182520854736046
CEC1_E001_S09759_L0235,11.227587298682206
CEC1_E001_S09760_L0224,70.0620193545425
CEC1_E001_S09762_L0242,35.83108545279661
CEC1_E001_S09765_L0227,15.105016443577735
CEC1_E001_S09765_L0235,20.556038024393008
CEC1_E001_S09767_L0209,29.868526663985524
CEC1_E001_S09770_L0243,10.032836870785504
CEC1_E001_S09776_L0217,10.579756438098075
CEC1_E001_S09778_L0242,43.4412041042527
CEC1_E001_S09790_L0241,19.319156340464218
CEC1_E001_S09791_L0224,10.187688879332171
CEC1_E001_S09793_L0215,11.67819252650488
CEC1_E001_S09797_L0241,15.44279209923041
CEC1_E001_S09799_L0243,15.274259400781997
CEC1_E001_S09802_L0243,20.334665593900173
CEC1_E001_S09803_L0222,60.783387453358685
CEC1_E001_S09806_L0222,10.702232595250342
CEC1_E001_S09812_L0202,16.00737008972085
CEC1_E001_S09816_L0231,13.152377117777167
CEC1_E001_S09818_L0236,12.262379073638538
